name,lat,lon,pop,rank
Naberezhnyye Chelny,55.732,52.392,461086,8
Leicester,52.63,-1.133,457983,8
Hengshui,37.72,115.7,456356,8
Sunderland,54.903,-1.38,452934,8
Xalapa,19.53,-96.92,452186,8
Oshawa,43.88,-78.85,450963,8
Gent,51.03,3.7,444336,8
Tokushima,34.067,134.553,443760,8
Cabimas,10.43,-71.45,441094,8
Spanish Town,17.983,-76.95,432704,8
Bournemouth,50.73,-1.9,426945,8
Heidelberg,49.42,8.7,426590,8
Chaozhou,23.68,116.63,424787,8
Springfield,42.12,-72.58,421780,8
Luohe,33.57,114.03,417356,8
Kitchener,43.45,-80.5,417001,8
Xuanhua,40.594,115.024,409745,8
Miami Beach,25.81,-80.132,407750,8
Sunchon,39.424,125.939,400629,8
Gómez Palacio,25.57,-103.5,399328,8
Khmelnytskyy,49.425,27.002,398346,8
Eindhoven,51.43,5.5,398053,8
Horlivka,48.3,38.055,396885,8
Metairie,29.984,-90.153,394206,8
Elgin,42.039,-88.29,389514,8
Alajuela,10.02,-84.23,387743,8
Southampton,50.9,-1.4,384417,8
Celaya,20.53,-100.8,383697,8
Karlsruhe,49.0,8.4,377487,8
Makiyivka,48.03,37.975,376610,8
Kahramanmaraş,37.61,36.945,376045,8
Reading,51.47,-0.98,369804,8
Najran,17.507,44.132,369609,8
Al-Qatif,26.52,50.012,368892,8
Hampton,37.03,-76.35,366766,8
McAllen,26.203,-98.23,364004,8
Sheikhu Pura,31.72,73.99,361303,8
Augsburg,48.35,10.9,358989,8
Ad Diwaniyah,31.989,44.924,358408,8
Zanjan,36.67,48.5,357471,8
Encarnación,-27.347,-55.874,357119,8
Wafangdian,39.626,121.996,355844,8
Orizaba,18.85,-97.13,355333,8
Rahim Yar Khan,28.42,70.295,353203,8
Evanston,42.048,-87.7,350000,8
Yumen,39.83,97.73,350000,8
Muzaffarnagar,29.485,77.695,349706,8
Sanandaj,35.3,47.02,349176,8
London,42.97,-81.25,346765,8
Maebashi,36.393,139.073,344871,8
Kohat,33.603,71.433,343027,8
Piracicaba,-22.73,-47.641,342209,8
Corrientes,-27.49,-58.81,340823,8
Kōriyama,37.41,140.38,340560,8
Plovdiv,42.154,24.754,340494,8
Irapuato,20.676,-101.351,339554,8
Kaesong,37.964,126.564,338155,8
Kawagoe,35.918,139.491,337931,8
Lalitpur,27.667,85.333,337785,8
Gijón,43.53,-5.67,335972,8
Salem,42.522,-70.883,335509,8
Takamatsu,34.345,134.045,334223,8
Sanford,28.79,-81.28,333460,8
Toyama,36.7,137.23,332812,8
Hangu,39.232,117.777,332793,8
Bielefeld,52.03,8.53,331906,8
Mathura,27.5,77.67,330511,8
Baishan,41.9,126.43,330000,8
Itu,-23.26,-47.3,320170,8
Rohtak,28.9,76.58,317245,8
Qurghonteppa,37.837,68.771,311574,8
Galați,45.456,28.046,311156,8
Durham,36.0,-78.92,309495,8
Valledupar,10.48,-73.25,308237,8
Chernihiv,51.505,31.302,307684,8
Firozabad,27.15,78.395,306409,8
Los Teques,10.42,-67.02,303470,8
Mengzi,23.362,103.406,303341,8
Ganca,40.685,46.35,303268,8
Chemnitz,50.83,12.92,302643,8
Gujrat,32.58,74.08,301506,8
Mardan,34.2,72.04,300424,8
Al Mubarraz,25.429,49.566,298562,8
Riverside,33.942,-117.398,297554,8
Ar Ramadi,33.42,43.3,295121,8
Swansea,51.63,-3.95,294339,8
Blumenau,-26.92,-49.09,293949,8
Hulan Ergi,47.21,123.61,289999,8
Kassel,51.3,9.5,289924,8
Huizhou,23.08,114.4,289201,8
Talcahuano,-36.717,-73.117,288074,8
Barlett,35.223,-89.841,286423,8
Barinas,8.6,-70.25,284289,8
Iksan,35.941,126.945,283501,8
Al Khalil,31.541,35.096,280321,8
Rize,41.021,40.522,279450,8
Sumqayt,40.58,49.63,279159,8
Taganrog,47.23,38.92,279056,8
Elâzığ,38.68,39.23,271492,8
Yanbu al Bahr,24.094,38.049,267590,8
Melbourne,28.083,-80.608,265414,8
Paraná,-31.733,-60.533,262295,8
Az Aubayr,30.389,47.708,262219,8
Cabo Frio,-22.89,-42.04,261721,8
Konibodom,40.292,70.427,259876,8
Rockford,42.27,-89.07,255978,8
Chuxiong,25.036,101.546,254370,8
Borujerd,33.92,48.8,251958,8
Linhai,28.85,121.12,251759,8
Sonipat,29.0,77.02,250521,8
Iwo,7.63,4.18,250443,8
Coral Springs,26.271,-80.271,250000,8
Caserta,41.06,14.337,250000,8
Como,45.81,9.08,250000,8
Waukesha,43.012,-88.231,249912,8
Várzea Grande,-15.65,-56.14,249752,8
Melun,48.533,2.667,249432,8
Kattaqorgon,39.901,66.261,247113,8
San Bernardo,-33.6,-70.7,246762,8
Shimonoseki,33.965,130.945,245786,8
Braunschweig,52.25,10.5,244715,8
Wonju,37.355,127.94,243387,8
Hapur,28.744,77.763,242920,8
South Bend,41.683,-86.25,239822,8
Fürth,49.47,11.0,237844,8
Sylhet,24.904,91.874,237000,8
Sahiwal,30.672,73.112,235695,8
Ibb,13.976,44.171,234837,8
Santa Ana,-13.76,-65.58,234478,8
Clermont-Ferrand,45.78,3.08,233050,8
Hetauda,27.417,85.033,232334,8
Beipiao,41.81,120.76,228515,8
Quillacollo,-17.4,-66.28,227052,8
Chuncheon,37.875,127.734,226509,8
Kolpino,59.73,30.65,225801,8
Vitoria,42.85,-2.67,224578,8
Neyshabur,36.22,58.82,221700,8
Denow,38.277,67.887,217274,8
Oradea,47.05,21.92,213830,8
Marília,-22.21,-49.95,212218,8
Presidente Prudente,-22.12,-51.39,209502,8
Lancaster,40.038,-76.306,209489,8
Sanming,26.23,117.58,209444,8
Bojnurd,37.47,57.32,208582,8
Beer Sheva,31.25,34.83,206408,8
São Carlos,-22.02,-47.89,205035,8
Appleton,44.269,-88.401,203665,8
Guaratinguetá,-22.82,-45.19,203580,8
Erfurt,50.97,11.03,203254,8
Timon,-5.115,-42.845,203157,8
Chiniot,31.72,72.98,201781,8
San Miguel,13.483,-88.183,201563,8
Bila Tserkva,49.774,30.131,199163,8
Aydın,37.85,27.85,198857,8
Huangyan,28.65,121.25,198713,8
Bulandshahr,28.41,77.848,198612,8
Gurgaon,28.45,77.02,197340,8
Cartago,9.87,-83.93,196946,8
Iskandar,41.551,69.681,195633,8
Al Jahra,29.337,47.658,194193,8
Ciudad Madero,22.319,-97.836,192736,8
Barrancabermeja,7.09,-73.85,191403,8
Dhamar,14.557,44.387,191259,8
Valera,9.32,-70.62,191167,8
Bhiwani,28.81,76.125,190855,8
Syzran,53.17,48.48,189338,8
Angers,47.48,-0.53,188380,8
Cachoeiro de Itapemirim,-20.85,-41.13,187019,8
Manpo,41.145,126.296,186827,8
Olsztyn,53.773,20.486,186670,8
San Cristobal de Las Casas,16.75,-92.633,186661,8
Marbella,36.517,-4.883,186131,8
Kütahya,39.42,29.93,185008,8
Kramatorsk,48.719,37.534,184105,8
Kutaisi,42.25,42.73,183945,8
Corum,40.52,34.95,183418,8
Mataró,41.54,2.45,183293,8
Bhusawal,21.02,75.83,183001,8
Chilpancingo,17.55,-99.5,182387,8
Anda,46.4,125.32,181533,8
Reggio di Calabria,38.115,15.641,180353,8
Rio Claro,-22.41,-47.56,180147,8
Tangail,24.25,89.92,180144,8
Varamin,35.317,51.647,179603,8
Sangolquí,-0.31,-78.46,178582,8
Treviso,45.67,12.24,177309,8
Nyíregyháza,47.965,21.719,176880,8
Malayer,34.32,48.85,176573,8
Modena,44.65,10.92,175502,8
Sirjan,29.47,55.73,175000,8
Waterbury,41.55,-73.05,174236,8
Saida,33.563,35.369,173894,8
Simla,31.1,77.167,173503,8
Isparta,37.77,30.53,172334,8
Prizren,42.229,20.75,171464,8
Kragujevac,44.02,20.92,171197,8
Poughkeepsie,41.7,-73.921,170996,8
Rijeka,45.33,14.45,170992,8
Takaoka,36.67,137.0,170077,8
Barra Mansa,-22.56,-44.17,169386,8
Arad,46.17,21.32,169065,8
Sonsonate,13.72,-89.73,168947,8
Baranavichy,53.137,26.013,168772,8
Chirchiq,41.455,69.56,167842,8
Oldenburg,53.13,8.22,167458,8
Novocherkassk,47.42,40.08,166974,8
Ocumare del Tuy,10.12,-66.78,166072,8
San Fernando,10.28,-61.459,166039,8
Rock Island,41.493,-90.535,165728,8
Carpina,-7.847,-35.254,165579,8
Elbasan,41.122,20.084,165010,8
Nantou,23.917,120.683,165000,8
Sitapur,27.552,80.683,164435,8
Zenica,44.22,17.92,164423,8
La Vega,19.217,-70.517,163197,8
Ash Shatrah,31.418,46.177,161949,8
Budaun,28.03,79.09,161555,8
Punta del Este,-34.97,-54.95,159000,8
Rio Largo,-9.48,-35.84,158545,8
Maykop,44.61,40.12,158451,8
Hoshiarpur,31.52,75.98,158142,8
Sobral,-3.69,-40.35,157996,8
Sibiu,45.797,24.137,155565,8
Gyeongju,35.843,129.212,155237,8
Masjed Soleyman,31.98,49.3,153663,8
Nusaybin,37.075,41.218,152668,8
San Francisco de Macorís,19.3,-70.25,152538,8
Novokuybishevsk,53.12,49.92,152334,8
Deyang,31.133,104.4,152194,8
Guanare,9.05,-69.75,151642,8
Paterson,40.92,-74.17,151205,8
Guarapuava,-25.38,-51.48,150850,8
Uzhgorod,48.63,22.25,150832,8
Yilan,24.75,121.75,150000,8
National City,32.672,-117.098,150000,8
Carora,10.19,-70.08,149711,8
Elkhart,41.683,-85.969,149190,8
Gyumri,40.789,43.847,148381,8
Independence,39.091,-94.415,148102,8
Kolomna,55.08,38.785,147690,8
San Juan del Río,20.38,-100.0,147559,8
Aix-en-Provence,43.52,5.45,146821,8
Ambala,30.377,76.792,146787,8
Bryan,30.674,-96.37,146692,8
Perpignan,42.7,2.9,146620,8
Poços de Caldas,-21.78,-46.57,146588,8
Vallejo,38.112,-122.258,146289,8
Cabo de Santo Agostinho,-8.29,-35.03,146219,8
Biarritz,43.473,-1.562,145348,8
Székesfehérvár,47.195,18.408,144319,8
Sarnia,42.967,-82.4,144172,8
Macaé,-22.38,-41.79,143029,8
Pyatigorsk,44.08,43.09,142865,8
Arzamas,55.4,43.8,142597,8
Ciego de Ávila,21.84,-78.762,142027,8
Paranaguá,-25.528,-48.534,141013,8
As Salt,32.039,35.727,140689,8
Orekhovo-Zuevo,55.82,38.98,140247,8
Sherbrooke,45.4,-71.9,139652,8
Zalantun,48.0,122.72,138032,8
León,42.58,-5.57,136227,8
New Bedford,41.656,-70.945,136082,8
May Pen,17.967,-77.233,135142,8
Cartago,4.75,-75.91,134827,8
Nevinnomyssk,44.62,41.95,134380,8
Lafayette,40.417,-86.878,133977,8
Šiauliai,55.939,23.325,133528,8
Kislovodsk,43.91,42.72,132771,8
San Luis,16.2,-89.44,132470,8
Pindamonhangaba,-22.92,-45.47,132218,8
Shahrud,36.423,54.963,131889,8
Opole,50.685,17.931,131412,8
Pilibhit,28.64,79.81,131008,8
Novomoskovsk,54.011,38.289,130982,8
Buzău,45.157,26.807,130954,8
Girardot,4.31,-74.81,130289,8
Jaraguá do Sul,-26.48,-49.1,130130,8
Idlib,35.93,36.632,128840,8
Karabük,41.2,32.6,128564,8
Besançon,47.23,6.03,128426,8
Al Hasakah,36.483,40.75,128100,8
San Nicolas,-33.33,-60.24,127742,8
Bragança Paulista,-22.953,-46.533,127676,8
Elbląg,54.154,19.403,127558,8
Panevežys,55.74,24.37,127405,8
Hathras,27.6,78.05,126882,8
Sogamoso,5.72,-72.94,126551,8
Carúpano,10.67,-63.23,126293,8
Itapetininga,-23.59,-48.04,126243,8
Tengchong,25.033,98.467,126058,8
Greeley,40.419,-104.74,125410,8
Marv Dasht,29.801,52.821,125000,8
Drohobych,49.344,23.499,124269,8
Spartanburg,34.949,-81.932,124126,8
Barbacena,-21.22,-43.77,122211,8
Southaven,34.969,-90.003,121268,8
New Albany,38.311,-85.821,120625,8
Manbij,36.527,37.956,120169,8
Beaver Falls,40.752,-80.319,120125,8
Tetovo,42.009,20.97,119132,8
Udine,46.07,13.24,119009,8
Petersburg,37.228,-77.402,118577,8
Berdyansk,46.757,36.787,118284,8
Anaco,9.44,-64.46,117596,8
San Martín,-33.07,-68.49,117399,8
Columbia,35.615,-87.035,116091,8
Yelets,52.58,38.5,115919,8
Pouso Alegre,-22.22,-45.94,115201,8
Ciudad Valles,21.98,-99.02,114964,8
Spring Hill,28.479,-82.548,114697,8
Kamyanets-Podilskyy,48.684,26.581,114658,8
Kecskemét,46.9,19.7,113895,8
Santa Cruz do Sul,-29.71,-52.44,113625,8
Tokmak,42.83,75.285,112860,8
Nefteyugansk,61.092,72.608,112632,8
Iguala,18.37,-99.54,112106,8
Conselheiro Lafaiete,-20.67,-43.79,111596,8
Algeciras,36.132,-5.453,111027,8
Volos,39.37,22.95,110632,8
Harlingen,26.198,-97.69,110339,8
Bataysk,47.137,39.745,109962,8
Dali,34.795,109.938,109696,8
Catanduva,-21.14,-48.98,109612,8
Szombathely,47.225,16.629,109518,8
Sergiyev Posad,56.33,38.17,109252,8
Leninsk Kuznetsky,54.66,86.17,109023,8
Winter Haven,28.022,-81.733,108932,8
Oktyabrskiy,54.46,53.46,108200,8
Estelí,13.09,-86.36,107839,8
Barletta,41.32,16.27,107830,8
Escuintla,15.33,-92.63,107638,8
Koszalin,54.2,16.183,107450,8
Västerås,59.609,16.558,107194,8
Chapayevsk,52.974,49.724,107164,8
Apucarana,-23.55,-51.47,107085,8
Douliou,23.707,120.544,106653,8
Drobeta-Turnu Severin,44.646,22.666,106578,8
Novotroitsk,51.2,58.33,106186,8
Suceava,47.638,26.259,105796,8
Annecy,45.9,6.117,105749,8
Focșani,45.697,27.187,105112,8
Al Qamishli,37.03,41.23,104107,8
Kiselevsk,54.0,86.64,104000,8
Ahar,38.483,47.063,103639,8
Konotop,51.242,33.209,103547,8
Hidalgo del Parral,26.933,-105.667,103378,8
Palma Soriano,20.217,-75.999,102826,8
Kennewick,46.211,-119.136,102504,8
Lower Hutt,-41.204,174.912,102400,8
Liberec,50.8,15.08,102175,8
Maladzyechna,54.319,26.865,101300,8
Olomouc,49.587,17.257,101268,8
Barretos,-20.55,-48.58,101220,8
Vanadzor,40.813,44.488,101098,8
Novara,45.45,8.62,100910,8
Solikamsk,59.67,56.75,100812,8
Magangué,9.23,-74.74,100313,8
Panama City,30.159,-85.655,100072,8
Subotica,46.07,19.68,100000,8
Urgut,39.401,67.261,99675,8
Zelenodolsk,55.848,48.497,99600,8
Novoshakhtinsk,47.77,39.92,99478,8
České Budějovice,48.98,14.46,98851,8
Passos,-20.71,-46.61,98752,8
Iowa City,41.661,-91.53,98516,8
Apatzingán,19.08,-102.35,98422,8
Iseyin,7.97,3.59,98071,8
Atlixco,18.9,-98.45,97842,8
Ourinhos,-22.97,-49.87,97799,8
Slavonski Brod,45.16,18.016,97718,8
Trindade,-16.65,-49.5,97521,8
Arapongas,-23.41,-51.43,97512,8
Az Zahran,26.291,50.158,97446,8
Araguari,-18.64,-48.2,96565,8
Sliven,42.679,26.33,96368,8
New London,41.356,-72.1,96178,8
Erechim,-27.63,-52.27,96087,8
Guliston,40.496,68.791,95520,8
Ponta Porã,-22.53,-55.73,94331,8
Tatuí,-23.35,-47.86,93580,8
Michurinsk,52.9,40.5,93499,8
Trelew,-43.25,-65.33,93442,8
Daan,45.5,124.3,93297,8
Polatlı,39.584,32.147,93262,8
Sheberghan,36.658,65.738,93241,8
Kineshma,57.47,42.13,92983,8
Coronel,-37.03,-73.16,92940,8
Lawrence,38.96,-95.255,92726,8
Tulcea,45.199,28.797,92475,8
Villa María,-32.41,-63.26,92453,8
Tubarão,-28.48,-49.02,92275,8
Danjiangkou,32.52,111.5,92008,8
Bugulma,54.554,52.794,91900,8
Muriaé,-21.13,-42.39,91173,8
Lüleburgaz,41.407,27.355,90899,8
Itanhaem,-24.18,-46.8,90385,8
Kirovo-Chepetsk,58.554,50.044,90252,8
Santana do Livramento,-30.88,-55.53,89694,8
Vlorë,40.477,19.498,89546,8
Chester,53.186,-2.903,89531,8
Valle de la Pascua,9.21,-66.02,89080,8
Rafaela,-31.25,-61.5,88713,8
Chosica,-11.93,-76.71,88606,8
Brovary,50.494,30.781,88506,8
Nova Lima,-19.98,-43.85,88399,8
Qal at Bishah,20.009,42.599,88291,8
Brusque,-27.13,-48.93,88284,8
Coronel Oviedo,-25.45,-56.44,88101,8
Madinat ath Thawrah,35.837,38.548,87880,8
Uman,48.754,30.211,87658,8
La Crosse,43.801,-91.239,87381,8
Shumen,43.27,26.929,87283,8
Shchekino,54.014,37.514,86088,8
Baytown,29.756,-94.968,86034,8
Homestead,25.468,-80.478,85967,8
Poitier,46.583,0.333,85960,8
Paulo Afonso,-9.403,-38.222,85350,8
Ituiutaba,-18.97,-49.46,85345,8
Cáceres,-16.05,-57.51,85274,8
Springfield,39.92,-83.8,84576,8
Slidell,30.275,-89.781,84239,8
Lake Charles,30.226,-93.217,83821,8
Anzhero Sudzhensk,56.08,86.04,83692,8
Peterborough,44.3,-78.333,83627,8
Yacuíba,-22.03,-63.7,82803,8
Wiener Neustadt,47.816,16.25,82762,8
Pernik,42.61,23.023,82467,8
Banská Bystrica,48.733,19.15,82336,8
Kanoya,31.383,130.85,82335,8
Polatsk,55.489,28.786,82258,8
Presidencia Roque Saenz Pena,-26.79,-60.45,81879,8
Campana,-34.16,-58.96,81612,8
Annapolis,38.978,-76.492,81300,8
Avaré,-23.11,-48.93,81285,8
Asbest,57.023,61.458,81248,8
Linares,-35.851,-71.591,81015,8
Klin,56.343,36.699,80778,8
Huacho,-11.11,-77.62,80474,8
Jabal Ali,24.976,55.011,80000,8
Ciudad Mante,22.733,-98.95,79981,8
Eau Claire,44.811,-91.498,79740,8
Quillota,-32.88,-71.26,79686,8
Hagerstown,39.642,-77.72,79662,8
Kropotkin,45.447,40.582,79599,8
Inowrocław,52.78,18.25,79007,8
Hania,35.512,24.016,78728,8
Três Lagoas,-20.79,-51.72,78712,8
Biel,47.167,7.25,78708,8
Altoona,40.519,-78.395,78607,8
São João del Rei,-21.13,-44.25,78592,8
St.-Jerome,45.767,-74.0,78439,8
Gangtok,27.333,88.617,77900,8
Mansfield,40.758,-82.516,77768,8
Linkou,45.282,130.252,77754,8
Hakkâri,37.574,43.741,77699,8
Johnson City,36.313,-82.354,77538,8
Itaúna,-20.06,-44.57,77400,8
Pori,61.479,21.775,76772,8
São João da Boa Vista,-21.98,-46.79,76540,8
Al Musayyib,32.779,44.29,76454,8
Dover,39.158,-75.525,76039,8
Longview,32.501,-94.74,75920,8
Kamensk Shakhtinskiy,48.332,40.252,75814,8
Cachoeira do Sul,-30.03,-52.91,74694,8
Greenock,55.933,-4.75,74635,8
Kara Balta,42.831,73.886,74133,8
Auburn,32.61,-85.481,73929,8
Munchon,39.381,127.252,73619,8
Roanne,46.033,4.067,73315,8
Terre Haute,39.467,-87.414,73236,8
Tatvan,38.507,42.282,73222,8
General Roca,-39.02,-67.61,73212,8
Georgievsk,44.16,43.47,72649,8
Carlisle,54.88,-2.93,72633,8
Vratsa,43.21,23.563,71633,8
Chernogorsk,53.831,91.223,71582,8
Asti,44.93,8.21,71276,8
Anlu,31.27,113.67,71198,8
Sunshine Coast,-26.68,153.05,71043,8
Battle Creek,42.321,-85.18,70820,8
Baiquan,47.602,126.082,70472,8
Iguatu,-6.36,-39.3,70380,8
San Marcos,29.883,-97.941,70371,8
Texas City,29.411,-94.963,69914,8
Trnava,48.367,17.6,69785,8
Rio Verde,21.93,-99.98,69613,8
Villa Carlos Paz,-31.42,-64.5,69451,8
Jaboticabal,-21.25,-48.33,69394,8
Janesville,42.683,-89.022,69278,8
St. Charles,38.603,-76.939,69208,8
Azogues,-2.74,-78.84,69087,8
Jorhat,26.75,94.217,69033,8
Ragusa,36.93,14.73,68956,8
Güines,22.836,-82.028,68935,8
Al Ahmadi,29.077,48.084,68763,8
Borisoglebsk,51.369,42.089,68597,8
Bay City,43.594,-83.889,68549,8
Sabanalarga,10.64,-74.92,68535,8
Concepción del Uruguay,-32.48,-58.24,67895,8
Juchitan,16.43,-95.02,67637,8
Blacksburg,37.229,-80.414,67508,8
Santa Inês,-3.66,-45.39,67424,8
Tejen,37.379,60.496,67294,8
Jaltipan,17.94,-94.74,66998,8
Apatity,67.573,33.393,66907,8
Aleksin,54.514,37.094,66885,8
Las Heras,-32.825,-68.802,66663,8
Mansehra,34.342,73.197,66486,8
Leninogorsk,54.599,52.449,66263,8
Rio Negro,-26.1,-49.79,65597,8
Santo Ângelo,-28.3,-54.28,65420,8
Cobán,15.47,-90.38,65194,8
Krasnoturinsk,59.762,60.208,64878,8
Puerto Madryn,-42.77,-65.04,64555,8
Port Charlotte,27.0,-82.106,64279,8
Qinggang,46.69,126.1,64182,8
Arras,50.283,2.783,64165,8
Ciudad Hidalgo,19.68,-100.57,64154,8
Zrenjanin,45.379,20.399,64053,8
Caçador,-26.77,-51.02,63726,8
Catalão,-18.18,-47.95,63544,8
Rzhev,56.257,34.327,63414,8
Balakhna,56.494,43.594,63083,8
Sopore,34.3,74.467,63035,8
Tupã,-21.93,-50.52,62035,8
Parkersburg,39.267,-81.562,61935,8
Iskitim,54.651,83.287,61827,8
Marietta,33.956,-84.543,61360,8
Coburg,50.267,10.967,61054,8
Tartagal,-22.55,-63.81,60819,8
Canela,-29.36,-50.81,60806,8
San Fernando,-34.58,-70.99,60746,8
Shuya,56.854,41.364,60705,8
Pirassununga,-21.99,-47.43,60413,8
Khujayli,42.405,59.452,60401,8
Caratinga,-19.79,-42.14,60066,8
Crotone,39.083,17.123,60010,8
Linares,38.083,-3.633,59761,8
Itapetinga,-15.25,-40.25,59721,8
Drummondville,45.883,-72.483,59489,8
Carazinho,-28.29,-52.8,59417,8
San Felipe,-32.75,-70.72,59294,8
Kavala,40.941,24.402,59240,8
San Francisco,-31.43,-62.09,59062,8
Telêmaco Borba,-24.33,-50.62,58880,8
Arsenyev,44.162,133.282,58700,8
Dalton,34.77,-84.97,58557,8
Benton Harbor,42.117,-86.454,58382,8
Rocky Mount,35.938,-77.791,58361,8
Suileng,47.246,127.106,57789,8
Kingsport,36.548,-82.562,57467,8
Kentau,43.517,68.52,57408,8
Punta Alta,-38.88,-62.08,57209,8
Arcoverde,-8.42,-37.07,57163,8
Manhattan,39.194,-96.592,56949,8
Williamsport,41.241,-77.001,56877,8
Formiga,-20.46,-45.43,56404,8
Pol-e Khomri,35.951,68.701,56369,8
Mankato,44.164,-93.999,56325,8
Lake Havasu City,34.498,-114.308,56133,8
Springfield,44.052,-122.978,56032,8
Changling,44.27,123.99,55841,8
Saratoga Springs,43.083,-73.785,55793,8
Parachinar,33.899,70.101,55685,8
Maldonado,-34.91,-54.96,55478,8
São Gabriel,-30.32,-54.32,55434,8
Placetas,22.316,-79.655,55408,8
Concórdia,-27.23,-52.03,55367,8
São José de Ribamar,-2.55,-44.07,55265,8
Karlovac,45.487,15.548,55063,8
Tarbes,43.233,0.083,54854,8
Juigalpa,12.11,-85.38,54731,8
Chivilcoy,-34.9,-60.04,54514,8
Penápolis,-21.41,-50.08,54477,8
Tacuarembó,-31.71,-55.98,54277,8
Ash Shihr,14.759,49.609,54274,8
Illichivsk,46.3,30.667,54102,8
Severomorsk,69.073,33.423,53921,8
Vyshnniy Volochek,57.583,34.563,53800,8
Yevlax,40.617,47.15,53716,8
Sheboygan,43.751,-87.714,53705,8
Buguruslan,53.663,52.433,53511,8
Registro,-24.49,-47.84,53273,8
St.-Brieuc,48.517,-2.783,53223,8
Qingan,46.872,127.512,53206,8
Alexandroupoli,40.849,25.874,52979,8
Mercedes,-34.66,-59.44,52949,8
Porirua,-41.122,174.852,52500,8
Naryn,41.426,75.991,52300,8
Batatais,-20.89,-47.59,51976,8
Chilliwack,49.167,-121.95,51942,8
Emden,53.367,7.217,51526,8
Tarma,-11.41,-75.73,51350,8
Jutiapa,14.29,-89.9,50681,8
Arjona,10.26,-75.35,50405,8
Ferreñafe,-6.63,-79.8,50184,8
Puzi,23.461,120.242,50000,8
Leesburg,28.811,-81.883,49574,8
Quixadá,-4.97,-39.02,49328,8
Ruzayevka,54.064,44.924,49311,8
Waterford,52.258,-7.112,49275,8
Mollendo,-17.02,-72.02,49033,8
Changyon,38.252,125.102,48984,8
Lancaster,39.719,-82.605,48829,8
Palm Coast,29.538,-81.223,48577,8
Serdar,38.976,56.278,48458,8
Muğla,37.216,28.364,48183,8
Guaxupé,-21.29,-46.71,47889,8
Cutral Có,-38.94,-69.24,47814,8
Capanema,-1.19,-47.18,47766,8
Alayat Samail,23.303,57.978,47718,8
Autlan,19.77,-104.37,47669,8
Stillwater,36.135,-97.068,47667,8
San Lorenzo,-28.12,-58.77,47626,8
Tres Arroyos,-38.37,-60.27,47136,8
Nacaome,13.53,-87.49,47000,8
Leopoldina,-21.53,-42.64,46742,8
Pittsfield,42.448,-73.26,46230,8
Enid,36.396,-97.878,46138,8
Kohtla-Järve,59.4,27.283,46060,8
Apsheronsk,44.469,39.729,45876,8
New Braunfels,29.698,-98.126,45840,8
Irati,-25.47,-50.66,45830,8
Mozdok,43.754,44.654,45702,8
Grand Island,40.922,-98.358,45651,8
Joliette,46.033,-73.433,45361,8
Florence,34.8,-87.677,45349,8
Shebekino,50.414,36.894,45194,8
Chernyakhovsk,54.632,21.811,45187,8
Angol,-37.802,-72.705,44856,8
Delano,35.762,-119.243,44757,8
Casa Grande,32.879,-111.757,44655,8
Camocim,-2.9,-40.85,44481,8
Hutchinson,38.065,-97.923,44477,8
Umm al Qaywayn,25.565,55.553,44411,8
Richmond,39.829,-84.89,44400,8
Roskilde,55.65,12.083,44285,8
Villa Constitución,-33.23,-60.35,44271,8
Chitré,7.97,-80.42,44082,8
Inhumas,-16.36,-49.5,44058,8
Alapayevsk,57.847,61.692,44000,8
Belleville,44.167,-77.383,43990,8
Salinas,-2.2,-80.98,43862,8
Novozybkov,52.535,31.945,43534,8
Araranguá,-28.94,-49.5,43444,8
Farmington,36.754,-108.186,43278,8
Genhe,50.783,121.517,42849,8
San Antonio de los Baños,22.891,-82.499,42724,8
Canindé,-4.35,-39.31,42720,8
Montemorelos,25.19,-99.84,42640,8
Harrisonburg,38.449,-78.869,42538,8
Famagusta,35.125,33.95,42526,8
Partizansk,43.135,133.135,42489,8
Meridian,32.364,-88.704,42290,8
Castro,-24.79,-50.01,42091,8
Brumado,-14.21,-41.67,41989,8
Artigas,-30.416,-56.486,41909,8
Canoinhas,-26.18,-50.4,41498,8
Jaguaquara,-13.53,-39.97,41498,8
Salisbury,35.671,-80.474,41352,8
Garça,-22.22,-49.66,41302,8
Minas,-34.37,-55.23,41180,8
Palmeira dos Índios,-9.417,-36.617,41095,8
Frutal,-20.03,-48.94,40931,8
Buzmeyin,38.052,58.21,40813,8
Cape Girardeau,37.306,-89.518,40427,8
Huaura,-11.06,-77.6,40400,8
Alta Gracia,-31.66,-64.43,40384,8
Orongen Zizhiqi,50.567,123.717,40128,8
Zanesville,39.94,-82.013,40052,8
Hanggin Houqi,40.885,107.14,39954,8
Ciudad Constitución,25.04,-111.66,39915,8
Laguna,-28.48,-48.78,39711,8
Russas,-4.94,-37.98,39465,8
Borlänge,60.483,15.417,39422,8
Palmas,-26.48,-52.0,39150,8
Caibarién,22.516,-79.472,39140,8
Joaçaba,-27.17,-51.5,38876,8
Tskhinvali,42.232,43.975,38502,8
Rēzekne,56.5,27.317,38340,8
Marion,40.558,-85.659,38297,8
Chur,46.85,9.5,38293,8
Anbyon,39.028,127.519,38142,8
Nanuque,-17.84,-40.35,37824,8
Uglich,57.524,38.33,37732,8
New Iberia,30.004,-91.818,37540,8
Orillia,44.6,-79.417,37483,8
Diamantina,-18.24,-43.61,37343,8
Bowling Green,41.375,-83.651,37080,8
Rosário do Sul,-30.25,-54.92,36721,8
Nueva Rosita,27.95,-101.22,36642,8
