name,lat,lon,pop,rank
Oshogbo,7.77,4.56,408245,7
Ipatinga,-19.48,-42.52,407894,7
Szczecin,53.42,14.53,407811,7
Tanta,30.79,31.0,404901,7
Taubaté,-23.02,-45.56,403560,7
Pasay City,14.55,121.0,403064,7
Mbale,1.09,34.17,402368,7
Jingmen,31.031,112.201,400000,7
Sikar,27.61,75.14,400000,7
Buraydah,26.366,43.963,398581,7
Columbia,38.952,-92.334,398093,7
Kollam,8.9,76.57,394163,7
Osh,40.54,72.79,391277,7
Stoke,53.0,-2.18,390801,7
Palm Springs,33.777,-116.533,390115,7
Bhilwara,25.35,74.635,389911,7
Comilla,23.47,91.17,389411,7
Samut Prakan,13.607,100.611,388920,7
Grenoble,45.18,5.72,388574,7
Nizamabad,18.67,78.1,388505,7
Brno,49.2,16.61,388277,7
Coventry,52.401,-1.503,388271,7
Qarshi,38.87,65.8,386361,7
Hail,27.524,41.7,385257,7
Béjaïa,36.76,5.07,384937,7
Dezhou,37.45,116.3,379555,7
Parbhani,19.27,76.76,378326,7
Ogden,41.232,-111.968,377224,7
Zhoukou,33.63,114.63,377061,7
Putian,25.43,119.02,376558,7
Shillong,25.57,91.88,375527,7
Khorramabad,33.48,48.35,375198,7
São José do Rio Preto,-20.8,-49.39,374699,7
Kaunas,54.95,23.88,374643,7
Seremban,2.71,101.94,372917,7
Denizli,37.77,29.08,372344,7
Van,38.495,43.4,371713,7
Quzhou,28.97,118.87,370000,7
Rajapalaiyam,9.42,77.58,369991,7
Mahilyow,53.899,30.325,369200,7
Longyan,25.074,116.995,367896,7
Bydgoszcz,53.12,18.01,366452,7
Vladikavkaz,43.05,44.67,364630,7
Tamale,9.4,-0.84,360579,7
St. Charles,38.784,-90.506,360485,7
Lublin,51.25,22.573,360044,7
Sungai Petani,5.65,100.479,358499,7
Simferopol,44.949,34.099,358108,7
Toulon,43.134,5.919,357693,7
San Sebastián,43.32,-1.98,357468,7
Iwaki,37.055,140.89,357309,7
Cà Mau,9.177,105.15,356636,7
Longxi,35.003,104.671,355037,7
Mito,36.37,140.48,353892,7
Neiva,2.931,-75.33,352855,7
Vinnytsya,49.225,28.482,352115,7
Greenville,34.853,-82.394,350954,7
Kuala Terengganu,5.33,103.12,350210,7
Aurora,41.765,-88.3,350000,7
Qoqon,40.54,70.94,350000,7
Việt Trì,21.33,105.43,350000,7
Long Xuyen,10.38,105.42,350000,7
Haarlem,52.38,4.63,349957,7
Buon Me Thuot,12.667,108.05,349945,7
Linz,48.319,14.289,349161,7
Mbombela,-25.47,30.98,348138,7
Verona,45.44,10.99,347459,7
Charleroi,50.42,4.45,345367,7
Al Amarah,31.842,47.151,345007,7
Yeosu,34.737,127.746,341994,7
Jhang,31.28,72.325,341210,7
Yaan,29.98,103.08,340000,7
Tieling,42.3,123.82,340000,7
Kaluga,54.52,36.27,338978,7
Phan Thiet,10.934,108.1,336846,7
Alor Setar,6.113,100.373,336475,7
Muzaffarpur,26.12,85.38,333200,7
Beni,0.49,29.45,332903,7
Heyuan,23.73,114.68,330961,7
Mymensingh,24.75,90.38,330126,7
Patiala,30.32,76.385,329224,7
Maringá,-23.41,-51.93,328335,7
Sagar,23.85,78.75,328240,7
Montpellier,43.61,3.87,327254,7
Itajaí,-26.9,-48.68,327126,7
Yoshkar Ola,56.635,47.875,324406,7
Modesto,37.655,-120.99,323386,7
Volzhskiy,48.795,44.774,323293,7
Chenzhou,25.8,113.03,322997,7
Al Kut,32.491,45.83,321521,7
Podolsk,55.38,37.53,320635,7
Kherson,46.633,32.601,320477,7
Shahjahanpur,27.88,79.905,320434,7
Anápolis,-16.32,-48.96,319587,7
Pachuca,20.106,-98.736,319581,7
Tepic,21.505,-104.88,318781,7
Poltava,49.574,34.57,317847,7
Hrodna,53.678,23.834,317365,7
Bauchi,10.31,9.84,316149,7
Alicante,38.351,-0.484,315863,7
Dezful,32.38,48.47,315482,7
Maiquetía,10.6,-66.97,315442,7
Armenia,4.534,-75.681,315328,7
Timișoara,45.759,21.223,315053,7
Pescara,42.455,14.219,314789,7
Gdynia,54.52,18.53,314664,7
Ninde,26.68,119.53,314077,7
Varna,43.216,27.895,312770,7
Koblenz,50.35,7.6,312633,7
Cherepovets,59.14,37.91,311850,7
Brașov,45.648,25.607,311044,7
Sambalpur,21.47,83.97,310852,7
Sapele,5.89,5.68,309162,7
Dayr az Zawr,35.33,40.13,309141,7
Ratlam,23.35,75.03,307229,7
Ksar El Kebir,35.02,-5.91,306600,7
Rajahmundry,17.03,81.79,304804,7
Olongapo,14.83,120.283,304388,7
Craiova,44.326,23.826,304142,7
Saransk,54.17,45.18,303394,7
Kingston upon Hull,53.75,-0.33,302296,7
Batman,37.89,41.14,302074,7
Qena,26.15,32.72,302027,7
Jinja,0.44,33.2,301619,7
Bidar,17.923,77.518,300136,7
Rạch Giá,10.015,105.091,300000,7
Sóc Trăng,9.604,105.98,300000,7
Curepipe,-20.316,57.517,299975,7
Fort Wayne,41.08,-85.13,299871,7
Kanggye,40.973,126.603,299514,7
Baqubah,33.748,44.657,299479,7
Dumyat,31.42,31.82,299459,7
Al Kharj,24.156,47.312,298428,7
Chernivtsi,48.305,25.922,298251,7
İskenderun,36.58,36.17,297943,7
Cherkasy,49.435,32.071,297568,7
Rampur,28.815,79.025,296418,7
Flint,43.013,-83.688,295212,7
Thiès,14.81,-16.93,293001,7
Panipat,29.4,76.97,292808,7
Białystok,53.132,23.182,291855,7
Cagliari,39.222,9.104,291511,7
Mayagüez,18.202,-67.14,291339,7
Khammam,17.28,80.16,290839,7
Bafoussam,5.49,10.41,290768,7
Kasur,31.125,74.455,290643,7
Limeira,-22.565,-47.402,289665,7
Bhuj,23.234,69.674,289429,7
Karimnagar,18.46,79.11,288251,7
Ciudad Obregon,27.467,-109.925,288002,7
Worcester,42.27,-71.8,287365,7
Coatzacoalcos,18.12,-94.42,287285,7
Tirupati,13.65,79.42,287035,7
Petrópolis,-22.509,-43.2,286071,7
Hosapete,15.28,76.375,286007,7
Mandya,12.57,76.92,285034,7
Alwar,27.545,76.605,283228,7
Cadiz,10.959,123.309,283157,7
Aizawl,23.71,92.72,283021,7
Winston-Salem,36.105,-80.26,281683,7
Ambato,-1.27,-78.62,281425,7
Gorgan,36.83,54.48,281023,7
Newark,40.7,-74.17,280123,7
Tacloban,11.25,125.0,280006,7
Xinzhou,38.41,112.72,279607,7
Owo,7.2,5.59,276574,7
Sukabumi,-6.91,106.9,276414,7
Jinshi,29.632,111.852,274000,7
Crato,-7.23,-39.42,273883,7
Blackpool,53.83,-3.05,272792,7
Majene,-3.534,118.966,272377,7
Yamagata,38.27,140.32,272209,7
Pakalongan,-6.88,109.67,272000,7
Sari,36.55,53.1,271467,7
Gombe,10.29,11.17,270366,7
Münster,51.97,7.62,270184,7
Kiel,54.33,10.13,269427,7
Nancy,48.684,6.2,268976,7
Mokpo,34.807,126.396,268402,7
Tebingtinggi,3.33,99.13,268043,7
Padangsidempuan,1.389,99.273,266882,7
Ann Arbor,42.3,-83.72,265976,7
Lausanne,46.53,6.65,265702,7
Saint-Étienne,45.43,4.38,265684,7
Uruapan,19.42,-102.07,264531,7
Sivas,39.745,37.035,264022,7
Graz,47.078,15.41,263234,7
Naples,26.142,-81.795,262306,7
Balıkesir,39.65,27.89,261516,7
Zhuanghe,39.682,122.962,261510,7
Lakeville,44.65,-93.243,261308,7
Sincelejo,9.29,-75.38,261187,7
Acarigua,9.58,-69.2,260921,7
Kondoz,36.728,68.873,259809,7
Nonthaburi,13.834,100.483,258550,7
Etawah,26.785,79.015,257448,7
Mendefera,14.886,38.816,257390,7
Cascavel,-24.96,-53.46,257172,7
Ondo,7.09,4.84,257005,7
Dzerzhinsk,56.25,43.46,256537,7
Da Lat,11.93,108.42,256019,7
Davenport,41.554,-90.588,255738,7
Raichur,16.21,77.355,255240,7
Rivne,50.617,26.253,255106,7
Freiburg,48.0,7.87,254889,7
Poza Rica de Hidalgo,20.526,-97.444,254481,7
Fort-de-France,14.61,-61.08,253995,7
Pathankot,32.27,75.72,253987,7
Chirala,15.86,80.34,253000,7
Buenaventura,3.872,-77.05,252805,7
Suihua,46.63,126.98,252245,7
Messina,38.2,15.55,252026,7
Luzern,47.05,8.28,250000,7
Quảng Ngãi,15.15,108.83,250000,7
Arua,3.02,30.9,250000,7
Zumpango,19.81,-99.11,250000,7
Kashan,33.98,51.58,250000,7
Niš,43.33,21.9,250000,7
Kirovohrad,48.504,32.26,249454,7
Hafar al Batin,28.434,45.96,249194,7
Jalal Abad,40.943,73.003,248899,7
Vung Tau,10.355,107.085,248767,7
Fukui,36.07,136.22,248707,7
Singkawang,0.912,108.965,248012,7
Miskolc,48.1,20.78,247757,7
Plymouth,50.385,-4.16,247297,7
Udon Thani,17.405,102.789,247231,7
Mirzapur,25.145,82.57,245817,7
Rzeszów,50.029,21.996,245686,7
Qinzhou,21.95,108.62,245376,7
Ternopil,49.536,25.582,244768,7
Hebi,35.95,114.22,244662,7
Gunsan,35.982,126.716,244080,7
Jashore,23.17,89.2,243987,7
Manisa,38.63,27.44,243971,7
Fayetteville,35.051,-78.887,243306,7
Tehuacan,18.45,-97.38,241429,7
Ivano-Frankivsk,48.935,24.709,241239,7
Linchuan,27.97,116.36,241104,7
San Pablo,14.07,121.323,240830,7
Sasebo,33.163,129.718,237444,7
Al Jubayl,27.005,49.646,237274,7
Pathein,16.77,94.75,237089,7
Tegal,-6.87,109.12,237084,7
Zicheng,30.3,111.5,237042,7
Košice,48.73,21.25,236563,7
Tours,47.38,0.7,236096,7
Dera Ghazi Khan,30.06,70.635,236093,7
Springs,-26.27,28.43,236083,7
Luton,51.88,-0.42,235958,7
Oviedo,43.35,-5.83,235651,7
Lübeck,53.87,10.67,235390,7
Jizzax,40.1,67.83,235352,7
Kediri,-7.79,112.0,235143,7
Zacatecas,22.77,-102.58,234481,7
Santa Ana,13.995,-89.56,234478,7
Singaraja,-8.115,115.094,234468,7
Nizhnekamsk,55.64,51.82,234297,7
Kremenchuk,49.084,33.43,232742,7
Ploiești,44.947,26.036,232542,7
Saidpur,25.8,89.0,232209,7
Al Fallujah,33.348,43.777,231819,7
Santa Rosa,38.45,-122.7,231792,7
Shishou,29.7,112.4,231787,7
Ngaoundéré,7.32,13.58,231357,7
Debrecen,47.53,21.63,231286,7
Osnabrück,52.28,8.05,231268,7
Magdeburg,52.13,11.62,229826,7
Tlimcen,34.89,-1.32,229777,7
Noginsk,55.87,38.48,229731,7
Nawabshah,26.245,68.4,229504,7
Bharatpur,27.209,77.507,229384,7
Uitenhage,-33.76,25.39,228912,7
Er Rachidia,31.94,-4.45,228489,7
Fort Collins,40.561,-105.059,228385,7
Fort Pierce,27.447,-80.326,228245,7
Miri,4.4,113.985,228212,7
Hyeson,41.393,128.193,227461,7
Starsy Oskol,51.3,37.84,226977,7
Liaocheng,36.43,115.97,226930,7
Gusau,12.17,6.66,226857,7
Tanjungpinang,0.917,104.471,226666,7
Chon Buri,13.4,101.0,226618,7
Sikasso,11.32,-5.68,225753,7
Mubi,10.27,13.27,225705,7
Kissimmee,28.292,-81.408,225494,7
Novi Sad,45.25,19.85,225457,7
Nyanza,-2.35,29.74,225209,7
Skikda,36.88,6.9,225181,7
Karnal,29.68,76.97,225049,7
Bạc Liêu,9.28,105.72,225000,7
Matsumoto,36.24,137.97,224926,7
Nagercoil,8.18,77.43,224329,7
Haeju,38.039,125.714,224231,7
Adıyaman,37.77,38.28,223744,7
Okara,30.81,73.45,223648,7
Narayanganj,23.62,90.5,223622,7
Hancheng,35.47,110.43,222135,7
Arar,30.99,41.021,222016,7
Itabuna,-14.79,-39.28,221938,7
Banja Luka,44.78,17.18,221738,7
Amol,36.471,52.363,221650,7
Shakhty,47.72,40.27,221312,7
Córdoba,18.92,-96.92,220563,7
Babruysk,53.127,29.193,220517,7
Cabanatuan,15.502,120.962,220250,7
Thanjavur,10.77,79.15,219571,7
Gabès,33.9,10.1,219517,7
Bertoua,4.58,13.68,218111,7
Potsdam,52.4,13.07,218095,7
York,39.963,-76.728,218010,7
Columbus,32.47,-84.98,217980,7
San Pedro de Macorís,18.45,-69.3,217899,7
Mallawi,27.73,30.84,217365,7
Orléans,47.9,1.9,217301,7
Gilgit,35.917,74.3,216760,7
Rybinsk,58.05,38.82,216724,7
Groningen,53.22,6.58,216688,7
Trieste,45.65,13.8,216035,7
Nablus,32.221,35.254,215981,7
Kielce,50.89,20.66,215733,7
Mulhouse,47.75,7.35,215454,7
Biysk,52.534,85.18,215430,7
Zamora,19.98,-102.28,214947,7
Navoi,40.11,65.355,214828,7
Split,43.52,16.47,214741,7
Lutsk,50.747,25.333,213661,7
Nanping,26.63,118.17,213054,7
Limbe,4.03,9.19,212474,7
Kırıkkale,39.85,33.53,211138,7
San-Pedro,4.77,-6.64,210273,7
Pali,25.79,73.33,210103,7
Ijebu Ode,6.82,3.92,209175,7
Tema,5.64,0.01,209000,7
Santander,43.38,-3.8,208763,7
Sidi bel Abbes,35.19,-0.64,208604,7
La Romana,18.417,-68.967,208437,7
Hajjah,15.692,43.602,208287,7
Waitakere,-36.852,174.554,208100,7
Pingliang,35.53,106.68,207256,7
Salzburg,47.81,13.04,206279,7
North Shore,-36.791,174.776,205605,7
Jiutai,44.145,125.844,205399,7
Puqi,29.72,113.88,205164,7
Lampang,18.292,99.481,204081,7
Las Tunas,20.96,-76.954,203684,7
Lianxian,24.782,112.383,203639,7
Pisa,43.72,10.4,203336,7
Agartala,23.835,91.28,203264,7
Edéa,3.8,10.12,203149,7
Rostock,54.07,12.15,203080,7
Ongole,15.506,80.058,202860,7
Djougou,9.7,1.68,202810,7
Khvoy,38.53,44.97,202728,7
Barishal,22.7,90.375,202242,7
Angren,41.03,70.155,202070,7
Taranto,40.508,17.23,202033,7
Al Khums,32.66,14.26,201943,7
Minatitlán,17.98,-94.53,201902,7
Sete Lagoas,-19.45,-44.25,201334,7
Cartagena,37.6,-0.98,201274,7
Puri,19.82,85.9,201026,7
Haldia,22.026,88.058,200762,7
Rivera,-30.9,-55.56,200000,7
Waukegan,42.364,-87.845,200000,7
Kasama,-10.2,31.18,200000,7
Moratuwa,6.78,79.88,200000,7
Nema,16.617,-7.25,200000,7
Az Zawiyah,32.76,12.72,200000,7
Bergamo,45.7,9.67,200000,7
Pokhara,28.204,84.006,200000,7
Meymaneh,35.93,64.77,199795,7
Bacău,46.578,26.92,199668,7
Taza,34.22,-4.02,199633,7
Batu Pahat,1.85,102.933,199619,7
Armavir,45.0,41.13,199548,7
Rashid,31.46,30.39,199509,7
Purnia,25.785,87.48,198453,7
Roanoke,37.271,-79.942,198171,7
Mbanza-Ngungu,-5.25,14.86,197545,7
Kōfu,35.65,138.583,197540,7
Salamanca,20.57,-101.2,197524,7
Proddatur,14.75,78.57,197451,7
El Tigre,8.89,-64.26,197440,7
Burhanpur,21.285,76.172,197233,7
Kure,34.251,132.566,196991,7
Porlamar,10.96,-63.85,196934,7
Manchester,42.996,-71.455,196566,7
Reims,49.25,4.03,196565,7
Engels,51.5,46.12,196011,7
Gandhinagar,23.219,72.644,195891,7
Nagaoka,37.45,138.86,195318,7
Brikama,13.28,-16.66,195136,7
Bongor,10.286,15.387,193941,7
Divinópolis,-20.15,-44.9,193832,7
Machilipatnam,16.2,81.18,192827,7
Oxford,51.752,-1.248,192796,7
Bayamo,20.38,-76.643,192632,7
Klaipėda,55.72,21.12,192307,7
Dunhua,43.35,128.22,191870,7
Muar,2.034,102.567,191346,7
Norwich,52.63,1.3,190756,7
Butuan,8.95,125.544,190557,7
Caen,49.184,-0.35,190099,7
Sadiqabad,28.301,70.13,189876,7
Sơn Tây,21.138,105.505,189547,7
Aberdeen,57.145,-2.105,189364,7
Nandyal,15.464,78.487,188654,7
Mostaganem,35.94,0.09,188354,7
Paarl,-33.7,18.96,187865,7
Rio Grande,-32.049,-52.12,187838,7
Szeged,46.25,20.15,187765,7
Puerto Vallarta,20.677,-105.245,187134,7
Cienfuegos,22.144,-80.44,186644,7
Shendi,16.68,33.42,186611,7
Pécs,46.08,18.22,186262,7
Madiun,-7.635,111.515,186099,7
Ad Damazīn,11.77,34.35,186051,7
Yei,4.09,30.68,185000,7
Ruse,43.854,25.973,184270,7
Tiarat,35.38,1.32,184195,7
Tarlac,15.484,120.583,183930,7
Kalamazoo,42.292,-85.587,183381,7
Pinrang,-3.786,119.652,182731,7
Kamensk Uralskiy,56.42,61.935,182500,7
Biratnagar,26.484,87.283,182324,7
Bahraich,27.567,81.606,182218,7
Barrie,44.384,-79.7,182041,7
Chingola,-12.54,27.85,182015,7
Tonk,26.15,75.79,181734,7
Probolinggo,-7.75,113.15,181656,7
Sirsa,29.49,75.03,181639,7
Hinthada,17.648,95.468,180728,7
Gangneung,37.756,128.896,180611,7
Castello,39.97,-0.05,180610,7
Funtua,11.52,7.32,180475,7
El Jadida,33.26,-8.51,180470,7
Obuasi,6.19,-1.66,180117,7
Zhaodong,46.08,125.98,179980,7
Balkh,36.75,66.9,179969,7
Potosí,-19.57,-65.75,179901,7
Phan Rang,11.567,108.983,179773,7
Almería,36.83,-2.43,179405,7
Vizianagaram,18.111,83.401,179358,7
Si Racha,13.159,100.929,178916,7
El Arish,31.125,33.801,178651,7
Erie,42.13,-80.085,178182,7
Teziutlán,19.82,-97.36,177796,7
Ar Raqqah,35.93,39.02,177636,7
El Oued,33.37,6.86,177497,7
Vellore,12.92,79.15,177081,7
Denton,33.216,-97.129,176930,7
Alappuzha,9.5,76.37,176783,7
Letpadan,17.782,95.741,176571,7
Salatiga,-7.31,110.49,176000,7
Saveh,35.022,50.331,175533,7
Les Cayes,18.2,-73.75,175457,7
Entebbe,0.06,32.46,175128,7
As Samawah,31.31,45.28,174978,7
Tomakomai,42.65,141.55,174806,7
Wahiawa,21.503,-158.024,174766,7
Puerto Cabello,10.46,-68.007,174000,7
Obihiro,42.93,143.17,173890,7
Bida,9.08,6.01,173849,7
Esmeraldas,0.93,-79.67,173101,7
Ulm,48.4,10.0,172955,7
Hong Gai,20.96,107.1,172915,7
Lishui,28.45,119.9,172777,7
Banyuwangi,-8.195,114.37,172424,7
Weinan,34.5,109.5,172321,7
Tébessa,35.41,8.12,171742,7
Pitești,44.856,24.876,171021,7
Burgos,42.35,-3.68,170183,7
Fuyang,32.9,115.82,170023,7
Čačak,43.89,20.33,170000,7
Dijon,47.33,5.03,169946,7
Keluang,2.038,103.318,169828,7
Nîmes,43.83,4.35,169547,7
Al Marj,32.5,20.83,169540,7
Medinipur,22.4,87.334,169127,7
Würzburg,49.8,9.95,168561,7
Hindupur,13.78,77.49,168312,7
Baramula,34.2,74.35,167986,7
Jamalpur,24.9,89.95,167900,7
Ormac,11.064,124.608,167584,7
Miass,54.995,60.095,167500,7
Gonaïves,19.45,-72.683,166678,7
Fatehpur,25.88,80.8,166480,7
Parma,44.81,10.32,166011,7
Tuluá,4.09,-76.21,165501,7
Hà Tĩnh,18.334,105.9,165396,7
Serang,-6.11,106.15,164767,7
Lajes,-27.81,-50.31,164676,7
Regensburg,49.02,12.12,164359,7
Kigoma,-4.88,29.61,164268,7
Pizen,49.74,13.36,164180,7
Phitsanulok,16.828,100.273,164017,7
Myingyan,21.462,95.391,163812,7
Dagupan,16.048,120.341,163676,7
Ingolstadt,48.77,11.45,163325,7
Mostar,43.35,17.82,163067,7
Navsari,20.85,72.92,163000,7
Tartus,34.885,35.887,162980,7
Simao,22.781,100.978,162725,7
Lecce,40.36,18.15,162582,7
Mahabad,36.77,45.72,162434,7
Salamanca,40.97,-5.67,162353,7
Settat,33.01,-7.62,161748,7
Wilmington,39.746,-75.547,161560,7
Tunja,5.55,-73.37,161412,7
Coquimbo,-29.953,-71.344,161317,7
Ras al Khaymah,25.792,55.943,160849,7
Sullana,-4.89,-80.68,160789,7
Xiaogan,30.92,113.9,160437,7
Ponce,18.0,-66.617,160334,7
Lázaro Cárdenas,17.959,-102.2,160087,7
Gonbad-e Kavus,37.252,55.171,159982,7
Salavat,53.37,55.93,159893,7
Pagadian,7.853,123.507,159590,7
Nakhodka,67.75,77.52,159551,7
Zarzis,33.51,11.1,159161,7
York,53.951,-1.072,158947,7
Wilkes-Barre,41.249,-75.878,158913,7
Cuddalore,11.72,79.77,158569,7
Odense,55.4,10.383,158222,7
Albacete,39.0,-1.87,158094,7
Melitopol,46.838,35.377,158000,7
Rustavi,41.57,45.05,157063,7
Tiraspol,46.853,29.64,157000,7
Afyon,38.75,30.55,156992,7
Zonguldak,41.43,31.78,156918,7
Matsue,35.467,133.067,156811,7
Koforidua,6.09,-0.26,156653,7
Uroteppa,39.922,69.001,156621,7
Livorno,43.551,10.302,156274,7
Scranton,41.409,-75.663,156196,7
Ciudad del Carmen,18.654,-91.824,156195,7
Shkodër,42.068,19.519,155767,7
Barysaw,54.226,28.492,155389,7
Innsbruck,47.28,11.41,155214,7
Foggia,41.46,15.56,155203,7
Ordu,41.0,37.87,155117,7
Kanchipuram,12.834,79.717,155029,7
Guangshui,31.62,114.0,154771,7
Middelburg,-25.76,29.47,154706,7
Gandajika,-6.74,23.96,154425,7
Pathum Thani,14.017,100.533,154412,7
Kovrov,56.36,41.33,154224,7
Tottori,35.5,134.233,154098,7
Lemosos,34.675,33.033,154000,7
Moanda,-5.923,12.355,153915,7
Niagara Falls,43.095,-79.037,153134,7
Chincha Alta,-13.42,-76.14,153076,7
Faizabad,26.75,82.17,153047,7
Dingzhou,38.5,115.0,152934,7
Rondonópolis,-16.47,-54.64,152912,7
Ilam,33.63,46.43,152894,7
Uşak,38.68,29.42,152862,7
Zabīd,14.195,43.316,152504,7
Silchar,24.79,92.79,152393,7
Wenshan,23.372,104.25,152388,7
Mudon,16.262,97.721,152300,7
Kerch,45.369,36.488,152195,7
Samalut,28.3,30.71,152097,7
El Manaqil,14.25,32.98,151827,7
Abbotsford,49.05,-122.3,151683,7
Fayetteville,36.063,-94.157,151671,7
Bintulu,3.166,113.036,151617,7
Dundee,56.47,-3.0,151592,7
Nazareth,32.704,35.296,151459,7
Maragheh,37.42,46.22,151385,7
Bălți,47.759,27.905,151355,7
Kitale,1.03,34.99,150495,7
Edinburg,26.303,-98.16,150000,7
Coral Gables,25.715,-80.291,150000,7
Tororo,0.71,34.17,150000,7
Keren,15.781,38.454,150000,7
Miaoli,24.57,120.82,150000,7
Khiwa,41.391,60.356,149751,7
Tirgu Mures,46.558,24.558,149433,7
Schenectady,42.815,-73.94,149255,7
Perugia,43.11,12.39,149125,7
Palangkaraya,-2.21,113.91,148289,7
Yala,6.55,101.285,148140,7
Diourbel,14.66,-16.24,148024,7
Trang,7.563,99.608,147820,7
Médéa,36.27,2.77,147707,7
Man,7.4,-7.55,146974,7
Wamba,2.14,27.99,146871,7
Willemstad,12.112,-68.872,146813,7
Gharyan,32.17,13.02,146810,7
Ibarra,0.36,-78.13,146741,7
Matanzas,23.042,-81.577,146733,7
Brugge,51.22,3.23,146469,7
Dawei,14.098,98.195,146212,7
Ayutthaya,14.359,100.568,145615,7
Quchan,37.112,58.501,145531,7
Pointe-à-Pitre,16.241,-61.533,145511,7
Concordia,-31.39,-58.03,145210,7
Machakos,-1.51,37.26,144925,7
Brest,48.39,-4.495,144899,7
Kolar,13.134,78.133,144625,7
Pasadena,34.16,-118.139,144618,7
Qairouan,35.68,10.1,144522,7
Le Mans,48.004,0.203,144515,7
Tall Afar,36.376,42.45,144465,7
Kumba,4.64,9.44,144413,7
Jinchang,38.496,102.174,144363,7
Tuzla,44.55,18.68,144334,7
Huelva,37.25,-6.93,144174,7
Urbana,40.11,-88.204,144074,7
Belleville,38.525,-90.0,143900,7
Otaru,43.189,140.978,143792,7
Ipswich,52.07,1.17,143767,7
Logroño,42.47,-2.43,143698,7
Stara Zagora,42.423,25.623,143431,7
Kenema,7.88,-11.19,143137,7
Amiens,49.9,2.3,143086,7
Cape Coast,5.11,-1.25,143015,7
Asheville,35.601,-82.554,142755,7
Massawa,15.61,39.45,142564,7
Durrës,41.318,19.448,142432,7
Nawabganj,24.58,88.35,142361,7
Saïda,34.84,0.14,142213,7
Jieshou,33.25,115.35,141993,7
Chongju,39.681,125.216,141769,7
Nongan,44.43,125.17,141482,7
Ocala,29.187,-82.14,141382,7
Ghazni,33.563,68.418,141000,7
Almetyevsk,54.9,52.32,140437,7
Peterborough,52.567,-0.248,140141,7
Badajoz,38.88,-6.97,140133,7
Binghamton,42.099,-75.918,139895,7
Bizerte,37.29,9.855,139843,7
Piedras Negras,28.708,-100.532,139619,7
Göttingen,51.52,9.92,139419,7
Kumbakonam,10.951,79.388,139264,7
Chinandega,12.63,-87.13,139023,7
Tiruvannamalai,12.26,79.1,138243,7
Killeen,31.117,-97.727,137919,7
Pabna,24.0,89.25,137888,7
Bremerhaven,53.55,8.58,137751,7
Tan An,10.534,106.417,137498,7
Castanhal,-1.29,-47.93,137406,7
Baia Mare,47.659,23.579,136553,7
Győr,47.7,17.63,136081,7
Serpukhov,54.93,37.43,135584,7
Cẩm Phả,21.04,107.32,135477,7
Lira,2.26,32.89,135445,7
Orsha,54.515,30.422,135206,7
Souk Ahras,36.29,7.95,134947,7
Zakho,37.145,42.687,134863,7
Ravenna,44.42,12.22,134631,7
Yunxian,32.808,110.814,133558,7
Birganj,27.0,84.867,133238,7
Riohacha,11.54,-72.91,133186,7
Musoma,-1.49,33.8,133156,7
Fredericksburg,38.304,-77.461,133134,7
Clarksville,36.53,-87.359,132536,7
Cape Coral,26.603,-81.98,132489,7
Caldwell,43.661,-116.671,132476,7
Blitar,-8.07,112.15,132416,7
Dimitrovgrad,54.25,49.56,132226,7
Racine,42.728,-87.812,131654,7
Murom,55.57,42.04,131287,7
Ciénaga,11.01,-74.25,131171,7
Ferrara,44.85,11.61,130992,7
Pinsk,52.128,26.094,130777,7
Shuangcheng,45.35,126.28,130710,7
Abohar,30.126,74.182,130603,7
Ninh Bình,20.254,105.975,130517,7
Nikopol,47.567,34.406,130500,7
Florencia,1.61,-75.62,130337,7
Erzincan,39.753,39.493,129407,7
Andong,36.566,128.725,129319,7
Batticaloa,7.717,81.7,129222,7
Bloomington,40.485,-88.994,128979,7
Larissa,39.63,22.42,128758,7
Kamyshin,50.08,45.4,128626,7
Cambridge,52.2,0.117,128488,7
Girga,26.33,31.88,128250,7
Manzanillo,20.344,-77.117,128188,7
Tukuyu,-9.25,33.64,127570,7
Port Blair,11.667,92.736,127562,7
Alipur Duar,26.484,89.567,127342,7
Alexandria,38.804,-77.055,127273,7
Lafia,8.49,8.52,127236,7
Sancti Spíritus,21.93,-79.442,127069,7
Pakokku,21.332,95.087,126938,7
Bremerton,47.574,-122.642,126820,7
Neftekamsk,56.084,54.263,126805,7
Gafsa,34.42,8.78,126803,7
Edirne,41.67,26.57,126470,7
Tarragona,41.12,1.25,126291,7
Gashua,12.87,11.04,125817,7
Leeuwarden,53.25,5.783,125778,7
Kumbo,6.22,10.68,125486,7
Semnan,35.555,53.374,124826,7
Zlín,49.23,17.65,124610,7
Fasa,28.972,53.671,124458,7
Lysychansk,48.92,38.427,124421,7
Mỹ Tho,10.35,106.35,124143,7
Laiwu,36.2,117.66,124108,7
Potchefstroom,-26.7,27.1,123669,7
Siracusa,37.07,15.29,123657,7
Uruguaiana,-29.77,-57.09,123480,7
Indramayu,-6.336,108.319,123263,7
Gagnoa,6.15,-5.88,123184,7
Porto Seguro,-16.43,-39.08,123173,7
Jiaohe,43.716,127.346,123018,7
Pati,-6.742,111.035,122785,7
Brits,-25.63,27.78,122497,7
Tekirdağ,40.991,27.51,122287,7
Boulder,40.008,-105.245,122274,7
Aalborg,57.034,9.917,122219,7
